state,year,month,elev,avg_anomaly,median_anomaly,temp_mean,snow_mean,snow_median,site_count
CA,2010,,9,-0.7,-0.2,30.9,22.0,16.3,1
CA,2011,,9,12.4,10.8,31.6,34.0,26.2,1
CA,2012,,9,-17.6,-11.6,31.8,8.7,5.6,1
CA,2013,,9,-6.1,-4.2,31.9,19.0,11.6,1
CA,2014,,9,-16.9,-10.6,33.7,8.2,6.2,1
CA,2015,,9,-15.2,-10.1,35.3,8.9,4.5,1
CA,2016,,9,-2.4,0.1,34.5,21.2,15.5,1
CO,2000,,8,-0.9,-0.1,28.3,8.1,7.3,1
CO,2001,,8,-1.0,-0.5,26.2,7.8,7.0,1
CO,2002,,8,-3.3,-2.1,22.6,6.1,4.8,1
CO,2003,,8,-0.4,-0.4,27.8,8.2,6.9,1
CO,2004,,8,-1.8,-0.7,26.3,7.3,6.5,1
CO,2005,,8,0.8,0.4,28.9,9.3,7.6,1
CO,2006,,8,0.4,1.6,28.8,9.6,8.7,1
CO,2007,,8,-1.4,-0.8,28.3,7.6,7.1,1
CO,2008,,8,4.4,3.9,27.1,12.6,11.8,1
CO,2009,,8,1.8,2.1,29.3,10.7,10.0,1
CO,2010,,8,-0.9,-1.4,28.4,7.5,5.7,1
CO,2011,,8,1.7,3.3,29.3,12.2,10.7,1
CO,2012,,8,-5.3,-2.3,28.7,6.1,5.7,1
CO,2013,,8,-4.3,-2.2,26.8,6.7,6.2,1
CO,2014,,8,-1.3,1.5,29.8,9.8,9.0,1
CO,2015,,8,-5.0,-1.9,31.8,6.6,6.3,1
CO,2016,,8,-2.2,0.5,30.1,9.0,8.4,1
CO,2000,,9,-1.5,-0.9,27.8,10.4,9.7,1
CO,2001,,9,-2.3,-1.5,26.0,9.3,8.6,1
CO,2002,,9,-5.2,-3.6,22.3,7.0,6.4,1
CO,2003,,9,-0.5,-0.2,26.8,11.1,10.1,1
CO,2004,,9,-2.2,-0.9,26.3,10.0,9.2,1
CO,2005,,9,1.1,0.2,28.5,12.4,10.3,1
CO,2006,,9,-0.0,0.8,27.6,12.5,11.1,1
CO,2007,,9,-2.2,-0.8,29.2,10.1,9.5,1
CO,2008,,9,3.2,3.7,26.8,14.7,13.3,1
CO,2009,,9,-0.1,1.3,28.8,12.6,11.6,1
CO,2010,,9,-3.0,-0.9,27.7,10.0,9.0,1
CO,2011,,9,4.2,4.6,29.1,16.5,14.5,1
CO,2012,,9,-5.5,-2.8,27.1,7.9,7.4,1
CO,2013,,9,-4.2,-2.5,26.6,8.9,8.1,1
CO,2014,,9,0.5,1.4,29.5,13.3,11.9,1
CO,2015,,9,-4.9,-2.3,31.4,9.1,8.5,1
CO,2016,,9,-1.9,0.5,30.1,11.7,10.8,1
CO,2000,,10,-3.9,-2.3,26.9,10.6,9.5,1
CO,2001,,10,-1.2,-0.8,25.7,13.0,11.7,1
CO,2002,,10,-7.3,-5.2,23.0,7.3,6.6,1
CO,2003,,10,-1.7,-0.9,26.6,12.4,11.2,1
CO,2004,,10,-2.1,-1.2,26.6,12.3,11.0,1
CO,2005,,10,3.3,2.3,27.7,16.7,14.7,1
CO,2006,,10,-1.7,-0.6,26.8,12.8,11.8,1
CO,2007,,10,-1.7,-0.5,28.7,12.2,11.4,1
CO,2008,,10,4.0,4.5,25.4,17.9,17.1,1
CO,2009,,10,-0.5,1.0,26.6,14.5,13.5,1
CO,2010,,10,-2.8,-0.7,26.7,12.5,11.3,1
CO,2011,,10,2.1,2.8,27.8,17.0,14.8,1
CO,2012,,10,-7.1,-3.8,27.7,8.9,8.2,1
CO,2013,,10,-6.2,-3.6,25.8,9.9,9.0,1
CO,2014,,10,-2.1,0.2,28.0,13.9,12.5,1
CO,2015,,10,-5.5,-2.7,30.8,10.5,10.0,1
CO,2016,,10,-3.0,0.0,28.9,13.1,12.2,1
ID,2000,,3,3.0,4.0,32.1,10.7,11.9,1
ID,2001,,3,-0.9,-0.1,29.3,6.6,6.5,1
ID,2002,,3,5.6,6.0,29.7,12.2,13.3,1
ID,2003,,3,-5.3,-4.9,30.3,2.7,2.3,1
ID,2004,,3,0.6,0.6,31.2,6.9,6.0,1
ID,2005,,3,-4.6,-4.2,28.5,1.8,2.1,1
ID,2006,,3,-0.8,-0.2,32.6,5.2,4.7,1
ID,2007,,3,-0.1,0.3,31.7,6.2,5.3,1
ID,2008,,3,4.6,4.9,33.0,9.7,7.8,1
ID,2009,,3,1.3,1.4,32.4,6.9,6.0,1
ID,2010,,3,-13.2,-5.1,34.2,3.6,3.8,1
ID,2011,,3,-7.7,-0.2,32.9,7.8,7.7,1
ID,2012,,3,-8.4,-0.3,33.8,6.9,7.1,1
ID,2013,,3,-10.8,-2.0,32.5,4.5,4.4,1
ID,2014,,3,-9.6,-1.8,31.9,6.0,6.0,1
ID,2015,,3,-13.6,-8.1,34.1,2.6,3.1,1
ID,2016,,3,-12.0,-4.2,34.4,4.8,4.9,1
ID,2000,,4,3.2,4.0,33.0,15.9,13.6,1
ID,2001,,4,-2.5,-1.2,31.5,10.9,10.5,1
ID,2002,,4,6.7,6.1,31.6,17.3,13.8,1
ID,2003,,4,-4.8,-4.0,33.3,7.5,5.6,1
ID,2004,,4,1.6,1.7,33.0,13.7,11.3,1
ID,2005,,4,-7.9,-6.9,33.3,4.4,4.2,1
ID,2006,,4,0.5,1.3,33.2,12.0,10.3,1
ID,2007,,4,-1.6,-0.8,33.1,11.5,10.8,1
ID,2008,,4,9.3,9.0,33.4,19.7,17.0,1
ID,2009,,4,1.3,1.1,33.1,13.1,13.8,1
ID,2010,,4,-3.4,-3.5,34.6,8.6,8.7,1
ID,2011,,4,4.1,1.6,32.7,14.8,14.2,1
ID,2012,,4,0.8,0.8,33.7,13.0,11.8,1
ID,2013,,4,-3.2,-2.7,31.6,9.7,9.6,1
ID,2014,,4,-1.4,-2.1,32.8,11.5,10.9,1
ID,2015,,4,-8.6,-7.6,34.7,5.5,5.8,1
ID,2016,,4,-1.6,-1.1,35.1,11.7,9.7,1
ID,2000,,5,2.3,2.8,31.9,23.2,20.3,1
ID,2001,,5,-9.5,-7.9,30.4,12.3,10.6,1
ID,2002,,5,6.0,3.9,30.7,25.4,21.2,1
ID,2003,,5,-1.3,-0.9,33.5,19.2,16.1,1
ID,2004,,5,-0.2,1.1,32.7,21.0,18.4,1
ID,2005,,5,-9.0,-7.5,32.3,12.8,10.1,1
ID,2006,,5,3.0,3.8,32.7,23.0,19.6,1
ID,2007,,5,-2.5,-1.6,32.8,19.3,16.5,1
ID,2008,,5,7.7,6.6,32.1,26.1,22.9,1
ID,2009,,5,-0.7,0.0,32.2,19.6,16.8,1
ID,2010,,5,-4.6,-3.1,33.3,15.1,12.4,1
ID,2011,,5,8.6,4.5,31.6,26.7,22.3,1
ID,2012,,5,2.6,0.8,32.9,22.5,19.0,1
ID,2013,,5,-3.8,-3.6,31.3,17.6,15.4,1
ID,2014,,5,1.7,0.0,33.0,22.1,18.8,1
ID,2015,,5,-9.7,-7.8,34.3,12.9,10.5,1
ID,2016,,5,-2.9,-1.1,34.7,18.9,16.0,1
ID,2000,,6,-0.6,0.0,31.1,18.2,14.5,1
ID,2001,,6,-8.6,-5.6,28.8,10.5,9.4,1
ID,2002,,6,2.2,1.2,28.7,20.4,16.0,1
ID,2003,,6,-0.4,-0.4,32.0,17.8,13.7,1
ID,2004,,6,-0.6,1.2,31.8,18.5,16.2,1
ID,2005,,6,-6.3,-4.3,32.1,12.4,11.3,1
ID,2006,,6,5.4,5.0,31.8,23.5,19.3,1
ID,2007,,6,-3.9,-2.7,31.4,15.6,12.2,1
ID,2008,,6,4.7,4.0,29.9,22.1,17.8,1
ID,2009,,6,-0.7,-0.1,31.4,17.4,14.6,1
ID,2010,,6,-4.8,-3.3,31.6,13.1,11.2,1
ID,2011,,6,6.7,4.3,30.6,23.1,18.8,1
ID,2012,,6,-0.5,-1.3,31.5,18.5,13.2,1
ID,2013,,6,-3.8,-2.8,29.7,15.3,11.1,1
ID,2014,,6,-0.3,-0.7,32.3,18.0,13.6,1
ID,2015,,6,-6.8,-4.6,33.5,12.9,11.6,1
ID,2016,,6,-1.3,0.1,33.4,17.9,15.0,1
ID,2000,,7,-2.2,-1.1,28.1,13.1,11.8,1
ID,2001,,7,-6.6,-5.0,26.0,8.7,8.1,1
ID,2002,,7,-0.9,-0.2,25.8,14.0,12.6,1
ID,2003,,7,-0.9,0.0,29.4,13.6,12.1,1
ID,2004,,7,-1.5,0.5,29.4,14.0,13.1,1
ID,2005,,7,-3.1,-1.7,30.3,11.6,10.6,1
ID,2006,,7,7.2,7.4,29.8,21.7,20.0,1
ID,2007,,7,-4.3,-3.3,30.1,11.2,9.5,1
ID,2008,,7,1.6,2.1,28.0,15.9,14.8,1
ID,2009,,7,-0.3,0.1,29.9,14.3,13.0,1
ID,2010,,7,-4.0,-3.3,29.3,10.4,9.3,1
ID,2011,,7,5.0,4.2,29.1,18.2,16.9,1
ID,2012,,7,-2.5,-1.8,29.9,12.8,10.7,1
ID,2013,,7,-2.4,-1.1,27.7,12.9,11.8,1
ID,2014,,7,-2.2,-1.5,30.9,12.9,10.5,1
ID,2015,,7,-4.1,-2.5,32.3,11.5,10.4,1
ID,2016,,7,-0.7,0.5,31.6,14.7,13.1,1
ID,2000,,8,-4.0,-1.7,27.3,14.3,13.2,1
ID,2001,,8,-7.9,-5.4,26.6,10.1,9.9,1
ID,2002,,8,-4.1,-1.5,26.0,14.1,14.4,1
ID,2003,,8,-1.8,-0.2,29.1,16.0,14.2,1
ID,2004,,8,-5.7,-2.7,29.9,12.7,13.1,1
ID,2005,,8,-4.8,-2.4,30.8,12.9,12.5,1
ID,2006,,8,4.2,3.7,29.5,22.2,21.1,1
ID,2007,,8,-6.1,-3.5,30.0,12.1,11.7,1
ID,2008,,8,-0.1,2.0,27.3,17.5,17.8,1
ID,2009,,8,-1.3,0.1,30.0,16.5,15.5,1
ID,2010,,8,-5.2,-3.1,29.0,12.1,11.8,1
ID,2011,,8,3.5,2.1,28.5,20.3,18.3,1
ID,2012,,8,-3.7,-1.3,30.0,14.4,13.6,1
ID,2013,,8,-4.3,-2.2,28.1,14.0,14.5,1
ID,2014,,8,-2.1,-1.1,30.1,15.6,13.6,1
ID,2015,,8,-4.7,-2.4,32.7,13.1,14.2,1
ID,2016,,8,-1.5,0.1,31.4,16.2,15.9,1
ID,2000,,9,-1.0,0.3,25.8,11.3,12.1,1
ID,2001,,9,-4.7,-3.2,23.9,7.7,7.1,1
ID,2002,,9,-1.9,-1.0,25.4,11.8,12.1,1
ID,2003,,9,-0.8,-1.0,27.9,12.9,12.6,1
ID,2004,,9,-3.1,-1.4,29.8,10.6,10.4,1
ID,2005,,9,-2.7,-2.6,29.8,10.3,10.4,1
ID,2006,,9,2.8,3.0,28.1,16.5,15.9,1
ID,2007,,9,-4.3,-2.8,29.4,9.5,10.3,1
ID,2008,,9,1.1,2.2,26.1,14.0,14.7,1
ID,2009,,9,0.2,0.5,29.4,13.2,12.0,1
ID,2010,,9,-1.3,-1.6,28.6,11.2,11.1,1
ID,2011,,9,4.7,3.6,27.8,16.8,16.4,1
ID,2012,,9,-2.9,-2.2,29.3,10.8,9.5,1
ID,2013,,9,-0.6,0.8,27.6,13.2,14.1,1
ID,2014,,9,-1.0,-1.1,29.1,12.7,14.1,1
ID,2015,,9,-4.8,-3.3,31.5,9.2,10.2,1
ID,2016,,9,-1.7,-0.8,31.1,11.9,11.4,1
MT,2000,,4,-2.6,0.1,31.5,8.1,8.5,1
MT,2001,,4,-4.8,-1.5,30.1,6.3,5.5,1
MT,2002,,4,-2.6,0.2,29.0,8.2,7.5,1
MT,2003,,4,-3.9,-0.8,31.4,6.8,6.4,1
MT,2004,,4,-2.4,0.5,31.1,8.0,8.0,1
MT,2005,,4,-6.9,-4.1,30.0,4.1,4.0,1
MT,2006,,4,-2.8,0.0,31.4,7.8,7.7,1
MT,2007,,4,-3.6,-0.7,30.6,6.6,6.6,1
MT,2008,,4,-0.7,1.5,30.6,9.5,9.4,1
MT,2009,,4,-2.4,0.4,30.4,7.9,7.1,1
MT,2010,,4,-4.3,-1.1,33.0,6.4,6.9,1
MT,2011,,4,2.5,4.0,30.6,12.4,12.2,1
MT,2012,,4,-1.7,0.4,32.3,8.7,8.6,1
MT,2013,,4,-4.0,-0.9,31.5,6.9,6.6,1
MT,2014,,4,-0.1,2.2,29.9,10.6,9.5,1
MT,2015,,4,-4.2,-2.0,32.7,6.4,5.8,1
MT,2016,,4,-4.8,-1.8,34.2,6.2,6.0,1
MT,2000,,5,-2.8,0.2,31.5,11.3,9.4,1
MT,2001,,5,-6.3,-2.4,30.3,7.3,6.8,1
MT,2002,,5,-1.2,-0.2,29.7,11.5,8.9,1
MT,2003,,5,-3.9,-1.2,31.5,9.1,7.2,1
MT,2004,,5,-3.3,-0.1,31.4,9.9,8.2,1
MT,2005,,5,-6.9,-4.4,30.8,5.5,5.2,1
MT,2006,,5,-1.5,0.4,31.4,11.5,9.4,1
MT,2007,,5,-3.8,-0.9,30.8,9.3,7.3,1
MT,2008,,5,0.2,1.6,30.4,13.0,10.2,1
MT,2009,,5,-1.4,1.1,30.8,10.8,9.7,1
MT,2010,,5,-5.8,-2.8,32.4,6.4,5.3,1
MT,2011,,5,-0.1,1.7,30.6,13.6,11.6,1
MT,2012,,5,-2.8,0.6,32.0,11.1,8.7,1
MT,2013,,5,-6.0,-1.6,31.0,8.0,6.5,1
MT,2014,,5,-1.7,2.2,30.6,11.9,10.0,1
MT,2015,,5,-7.3,-3.2,32.7,6.4,6.1,1
MT,2016,,5,-6.7,-2.6,33.7,7.1,5.6,1
MT,2000,,6,-1.8,-0.6,31.3,16.3,12.0,1
MT,2001,,6,-6.8,-4.2,29.5,11.0,8.7,1
MT,2002,,6,2.8,0.6,28.5,19.5,12.3,1
MT,2003,,6,-1.5,-0.3,31.2,15.7,11.2,1
MT,2004,,6,-2.2,-0.3,31.1,15.8,11.9,1
MT,2005,,6,-5.5,-3.0,30.9,12.1,9.5,1
MT,2006,,6,2.1,2.3,30.9,19.9,13.4,1
MT,2007,,6,-1.7,-0.5,30.9,16.3,11.5,1
MT,2008,,6,3.9,2.6,29.6,20.4,14.3,1
MT,2009,,6,-0.7,0.4,30.6,16.7,12.3,1
MT,2010,,6,-2.8,-1.3,31.9,14.5,10.8,1
MT,2011,,6,8.5,6.5,29.8,25.2,16.9,1
MT,2012,,6,1.4,1.4,32.0,19.4,13.0,1
MT,2013,,6,-1.9,-0.6,30.3,16.3,10.8,1
MT,2014,,6,3.9,4.5,30.2,21.4,15.9,1
MT,2015,,6,-3.4,-1.4,32.9,15.3,10.5,1
MT,2016,,6,-3.8,-1.4,33.6,14.7,10.3,1
MT,2000,,7,-1.9,-1.1,30.3,10.6,9.4,1
MT,2001,,7,-3.8,-3.1,28.8,8.5,7.7,1
MT,2002,,7,-0.7,-0.6,27.3,11.1,9.3,1
MT,2003,,7,0.8,0.6,30.4,12.7,11.3,1
MT,2004,,7,-1.4,-0.1,30.3,10.9,10.0,1
MT,2005,,7,-2.9,-2.3,30.3,9.1,8.6,1
MT,2006,,7,1.2,1.5,29.2,13.7,11.8,1
MT,2007,,7,-2.6,-1.7,29.9,9.9,8.7,1
MT,2008,,7,1.9,1.7,28.1,13.3,11.6,1
MT,2009,,7,1.0,1.4,29.9,13.7,12.3,1
MT,2010,,7,-2.3,-1.1,30.5,10.3,9.6,1
MT,2011,,7,5.1,4.0,28.9,17.1,15.0,1
MT,2012,,7,-1.1,-0.1,31.0,12.1,10.4,1
MT,2013,,7,-2.3,-0.9,28.4,11.1,9.7,1
MT,2014,,7,3.4,4.0,29.6,16.3,14.8,1
MT,2015,,7,-1.8,-0.7,32.2,11.8,10.9,1
MT,2016,,7,-2.0,-0.6,32.2,11.4,10.2,1
MT,2000,,8,-1.6,-0.7,29.4,13.4,12.2,1
MT,2001,,8,-4.8,-3.2,27.7,10.1,9.7,1
MT,2002,,8,-1.1,-0.8,26.6,13.4,12.6,1
MT,2003,,8,0.1,0.3,29.4,14.9,14.0,1
MT,2004,,8,-2.2,-0.8,29.4,12.7,11.6,1
MT,2005,,8,-2.7,-2.3,29.6,11.8,10.6,1
MT,2006,,8,1.8,2.1,28.4,17.0,15.6,1
MT,2007,,8,-3.1,-1.5,29.1,12.2,11.4,1
MT,2008,,8,3.7,2.5,27.2,17.8,15.9,1
MT,2009,,8,2.8,3.0,29.1,17.2,15.9,1
MT,2010,,8,-0.8,-0.4,29.3,13.4,12.6,1
MT,2011,,8,6.9,5.3,27.7,20.7,18.8,1
MT,2012,,8,-1.3,-1.0,30.0,13.6,12.1,1
MT,2013,,8,-1.7,-0.8,27.7,13.4,12.0,1
MT,2014,,8,4.1,4.5,28.9,18.7,17.9,1
MT,2015,,8,-2.2,-1.3,31.3,13.1,12.1,1
MT,2016,,8,-1.8,-1.0,30.9,13.5,12.4,1
MT,2000,,9,-2.3,-0.7,28.3,22.0,23.1,1
MT,2001,,9,-10.8,-9.2,26.2,14.0,14.4,1
MT,2002,,9,-0.6,-0.1,25.9,23.2,23.1,1
MT,2003,,9,-0.5,0.4,29.3,23.4,23.5,1
MT,2004,,9,-1.0,0.3,29.6,22.5,24.2,1
MT,2005,,9,-5.5,-5.2,28.8,18.4,18.9,1
MT,2006,,9,5.0,6.4,28.3,29.3,30.5,1
MT,2007,,9,-5.1,-3.0,28.4,19.8,19.9,1
MT,2008,,9,8.7,8.2,26.0,32.1,31.3,1
MT,2009,,9,2.8,3.4,28.6,26.4,25.6,1
MT,2010,,9,-4.9,-4.3,28.1,18.6,19.1,1
MT,2011,,9,9.9,7.4,26.3,33.3,32.7,1
MT,2012,,9,0.1,0.6,29.7,24.1,23.9,1
MT,2013,,9,-1.6,0.1,27.1,22.8,23.9,1
MT,2014,,9,4.0,3.3,28.6,27.7,25.9,1
MT,2015,,9,-4.6,-2.4,30.4,20.3,19.2,1
MT,2016,,9,-4.6,-2.7,29.8,20.2,21.5,1
NM,2000,,8,-3.1,-3.1,32.6,1.9,1.2,1
NM,2001,,8,0.3,0.2,29.8,4.7,4.2,1
NM,2002,,8,-2.0,-1.5,28.5,2.8,2.6,1
