state,year,month,elev,avg_anomaly,median_anomaly,temp_mean,snow_mean,snow_median,site_count
,2011,05,2000,-2.1,6.5,41.7,14.7,14.3,1
,2011,06,2000,9.0,11.2,45.3,11.2,11.2,1
,2012,01,2000,-8.1,-1.4,33.1,7.5,5.0,1
,2012,02,2000,-7.3,-0.1,34.3,10.7,6.0,1
,2012,03,2000,-3.3,3.0,35.2,14.8,10.4,1
,2012,04,2000,-2.3,10.4,40.8,19.8,16.8,1
,2012,05,2000,-3.3,7.8,44.6,17.6,13.9,1
,2012,06,2000,8.9,12.4,43.7,11.5,12.4,1
,2013,01,2000,-5.5,0.8,32.8,8.9,7.6,1
,2013,02,2000,-5.8,0.8,35.1,12.2,10.9,1
,2013,03,2000,-6.9,2.4,37.6,14.8,12.3,1
,2013,04,2000,-5.4,2.6,40.2,14.6,14.8,1
,2013,05,2000,-3.3,11.4,46.8,14.5,13.8,1
,2013,06,2000,3.3,7.6,48.9,7.3,7.6,1
,2014,01,2000,-15.3,-12.9,34.1,4.1,4.0,1
,2014,02,2000,-13.4,-8.6,31.7,5.7,3.0,1
,2014,03,2000,-8.1,-3.9,36.8,13.5,9.8,1
,2014,04,2000,-10.8,-5.2,40.3,15.6,18.4,1
,2014,05,2000,-18.4,-1.8,45.6,8.9,9.3,1
,2015,01,2000,-10.3,-9.8,35.1,4.2,1.6,1
,2015,04,2000,-26.8,-28.5,39.6,4.1,2.6,1
,2015,02,2000,-15.4,-16.6,37.9,12.6,17.6,1
,2015,03,2000,-20.8,-20.3,40.1,14.5,15.4,1
,2016,01,2000,-5.3,2.2,33.9,9.2,6.3,1
,2016,02,2000,-5.7,0.0,37.3,13.3,6.8,1
,2016,03,2000,-5.3,-1.3,37.8,16.6,12.7,1
,2016,04,2000,-10.1,-5.9,43.9,19.0,20.9,1
,2016,05,2000,-22.4,-8.7,49.1,6.4,6.4,1
,2000,01,3000,4.3,4.3,28.4,18.3,16.7,1
,2000,02,3000,5.7,5.4,32.2,24.9,24.9,1
,2000,03,3000,7.1,6.5,33.3,29.7,28.0,1
,2000,04,3000,4.3,5.8,40.5,27.2,27.3,1
,2000,05,3000,4.9,7.0,41.1,23.3,22.4,1
,2000,06,3000,3.9,9.7,47.9,13.6,11.6,1
,2001,01,3000,-6.4,-4.7,31.0,7.8,6.9,1
,2001,02,3000,-7.6,-5.9,29.4,12.0,12.1,1
,2001,03,3000,-9.3,-7.8,35.0,14.3,15.6,1
,2001,04,3000,-8.0,-4.7,35.4,15.0,16.7,1
,2001,05,3000,-7.9,-4.7,43.7,13.9,12.4,1
,2001,06,3000,-8.6,-3.5,42.8,8.6,4.5,1
,2002,01,3000,3.6,3.4,29.3,17.6,17.1,1
,2002,02,3000,10.4,9.7,31.2,29.1,27.6,1
,2002,03,3000,11.8,11.2,29.3,34.0,35.0,1
,2002,04,3000,13.7,14.0,36.9,35.9,37.8,1
,2002,05,3000,15.8,21.4,40.4,32.0,33.2,1
,2002,06,3000,8.7,11.1,48.3,15.7,15.4,1
,2003,01,3000,-6.7,-5.7,34.7,7.3,6.4,1
,2003,02,3000,-11.8,-10.1,31.1,7.8,5.3,1
,2003,03,3000,-10.2,-8.3,34.8,12.2,11.8,1
,2003,04,3000,-9.9,-7.0,36.4,15.1,15.6,1
,2003,05,3000,-8.1,-4.1,41.6,13.2,13.4,1
,2003,06,3000,-9.5,-2.2,53.3,5.0,3.6,1
,2004,01,3000,1.4,1.6,30.2,15.0,16.0,1
,2004,02,3000,1.7,1.5,32.6,20.3,21.6,1
,2004,03,3000,1.4,0.7,37.2,23.9,26.4,1
,2004,04,3000,-5.6,-3.8,41.8,21.2,22.4,1
,2004,05,3000,-10.8,-9.7,43.3,14.4,13.2,1
,2004,06,3000,-10.1,-1.7,48.3,6.1,4.9,1
,2005,01,3000,-9.2,-8.1,31.4,4.5,3.7,1
,2005,02,3000,-14.8,-13.5,34.3,4.1,3.1,1
,2005,03,3000,-21.1,-20.2,37.6,4.2,2.7,1
,2005,04,3000,-19.7,-19.2,38.6,7.0,5.7,1
,2005,06,3000,-0.2,0.1,41.0,0.1,0.1,1
,2005,05,3000,-27.0,-27.7,46.0,5.8,5.0,1
,2006,01,3000,-1.2,-0.4,34.0,12.4,11.0,1
,2006,02,3000,4.3,4.9,30.6,22.8,20.7,1
,2006,03,3000,6.5,7.8,34.0,27.9,26.6,1
,2006,04,3000,7.9,8.9,39.7,30.3,32.0,1
,2006,05,3000,5.0,6.3,45.5,23.4,22.8,1
,2006,06,3000,1.7,4.7,48.3,11.7,9.9,1
,2007,01,3000,4.7,4.7,30.1,19.0,16.7,1
,2007,02,3000,2.5,1.3,34.5,21.5,18.4,1
,2007,03,3000,3.2,1.8,37.9,26.8,24.8,1
,2007,04,3000,-0.5,0.2,38.6,25.6,26.0,1
,2007,05,3000,-2.0,1.0,44.6,21.1,20.0,1
,2007,06,3000,-10.1,0.1,48.8,10.6,8.6,1
,2008,01,3000,6.3,6.5,28.4,20.9,20.0,1
,2008,02,3000,15.7,14.7,34.5,34.6,33.3,1
,2008,03,3000,18.0,18.8,33.0,39.6,36.7,1
,2008,04,3000,24.0,27.3,35.7,43.9,40.0,1
,2008,05,3000,26.8,26.7,44.8,41.7,39.4,1
,2008,06,3000,20.6,19.4,46.3,29.6,25.6,1
,2009,01,3000,-0.1,1.2,33.2,14.7,13.4,1
,2009,02,3000,-2.9,-0.6,33.5,16.4,14.7,1
,2009,03,3000,0.9,1.5,31.8,23.0,21.9,1
,2009,04,3000,8.2,9.8,38.8,30.6,30.9,1
,2009,05,3000,8.2,9.1,44.9,26.5,26.5,1
,2009,06,3000,-2.4,5.8,52.8,13.8,10.5,1
,2010,01,3000,-6.2,-4.3,35.7,9.1,8.1,1
,2010,02,3000,-9.3,-8.1,35.8,11.5,10.1,1
,2010,03,3000,-12.3,-10.1,36.3,12.7,10.7,1
,2010,04,3000,-7.0,-3.6,37.5,17.8,14.7,1
,2010,05,3000,-2.9,0.6,40.9,19.0,17.1,1
,2010,06,3000,-1.2,2.6,46.0,13.2,12.7,1
,2011,01,3000,-2.9,-1.0,33.0,12.4,10.0,1
,2011,02,3000,-6.2,-4.7,29.6,13.3,10.9,1
,2011,03,3000,1.4,2.5,34.5,23.8,19.9,1
,2011,04,3000,8.1,10.8,34.8,30.5,28.8,1
,2011,05,3000,16.8,19.5,40.6,33.1,33.6,1
,2011,06,3000,17.3,19.7,45.7,28.0,24.6,1
,2012,01,3000,-4.4,-2.8,32.2,11.1,10.3,1
,2012,02,3000,-2.6,-1.5,32.7,17.5,17.9,1
,2012,03,3000,4.5,4.8,33.7,27.4,25.2,1
,2012,04,3000,11.1,13.3,39.8,34.9,36.6,1
,2012,05,3000,12.7,18.3,43.2,31.9,31.9,1
,2012,06,3000,9.0,14.6,44.8,21.1,18.7,1
,2013,01,3000,-0.1,1.7,31.8,16.2,13.0,1
,2013,02,3000,1.0,1.8,33.5,21.4,17.8,1
,2013,03,3000,2.0,3.2,36.4,25.4,21.6,1
,2013,04,3000,4.2,5.9,38.8,28.9,30.5,1
,2013,05,3000,2.3,5.0,45.6,24.2,21.5,1
,2013,06,3000,-2.4,3.8,49.5,15.0,11.7,1
,2014,01,3000,-11.0,-9.5,35.4,5.5,4.1,1
,2014,02,3000,-10.1,-8.6,29.2,10.6,8.0,1
,2014,03,3000,-6.7,-5.8,36.2,17.7,16.7,1
,2014,04,3000,-6.4,-5.1,39.7,21.2,20.1,1
,2014,05,3000,-6.5,-3.3,46.1,18.6,16.6,1
,2014,06,3000,-15.7,-9.1,49.3,9.5,7.7,1
,2015,01,3000,-13.2,-10.8,36.6,4.1,3.4,1
,2015,02,3000,-17.6,-17.4,37.1,6.3,3.9,1
,2015,03,3000,-22.6,-24.5,39.4,5.5,3.6,1
,2015,04,3000,-28.3,-29.6,38.0,2.8,1.2,1
,2015,05,3000,-30.9,-29.2,43.9,2.9,1.7,1
,2016,01,3000,-3.3,0.4,33.2,13.5,14.1,1
,2016,02,3000,-4.8,-1.8,37.3,16.4,15.8,1
,2016,03,3000,-5.7,-4.0,37.0,19.7,17.9,1
,2016,04,3000,-9.0,-6.1,44.8,20.9,21.5,1
,2016,05,3000,-18.2,-13.9,48.0,11.4,9.6,1
,2016,06,3000,-9.5,-13.1,57.4,5.1,5.6,1
,2000,01,4000,1.4,0.9,25.9,13.4,11.0,1
,2000,02,4000,2.4,1.3,30.0,18.8,14.0,1
,2000,03,4000,3.3,3.1,31.9,22.9,20.9,1
,2000,04,4000,0.8,2.3,39.3,22.1,20.7,1
,2000,05,4000,1.5,3.1,40.8,19.0,16.0,1
,2000,06,4000,1.6,4.7,46.4,10.5,8.2,1
,2001,01,4000,-4.3,-3.1,27.7,7.6,6.2,1
,2001,02,4000,-5.5,-3.8,26.1,10.8,9.6,1
,2001,03,4000,-7.1,-5.0,33.5,12.9,11.3,1
,2001,04,4000,-6.3,-2.9,34.3,14.3,13.4,1
,2001,05,4000,-8.5,-6.2,43.3,11.2,9.6,1
,2001,06,4000,-15.8,-9.5,41.9,3.2,1.2,1
,2002,01,4000,2.2,2.1,26.4,13.9,11.3,1
,2002,02,4000,4.6,3.9,28.2,20.1,15.7,1
,2002,03,4000,6.1,6.2,28.2,25.1,21.1,1
,2002,04,4000,6.9,9.1,36.6,27.0,24.7,1
,2002,05,4000,8.8,10.7,40.0,23.8,19.8,1
,2002,06,4000,7.0,9.7,46.8,14.4,10.9,1
,2003,01,4000,-4.7,-3.4,32.4,8.0,7.0,1
,2003,02,4000,-7.6,-5.8,28.5,9.6,8.4,1
,2003,03,4000,-6.2,-4.4,33.2,15.2,13.0,1
,2003,04,4000,-5.3,-2.6,35.8,18.3,14.2,1
,2003,05,4000,-2.5,-0.1,41.1,17.6,13.7,1
,2003,06,4000,-8.4,-3.3,52.7,11.2,7.2,1
,2004,01,4000,1.4,1.4,27.0,13.5,11.0,1
,2004,02,4000,2.3,2.6,29.8,18.8,16.1,1
,2004,03,4000,1.2,1.6,36.5,21.0,18.7,1
,2004,04,4000,-3.5,-1.5,40.8,20.8,18.3,1
,2004,05,4000,-9.0,-7.1,42.6,17.0,11.4,1
,2004,06,4000,-6.5,-2.5,41.5,18.6,13.6,1
,2005,01,4000,-7.4,-6.5,28.7,5.0,4.5,1
,2005,02,4000,-11.8,-10.6,31.4,5.5,5.1,1
,2005,03,4000,-16.2,-15.6,35.8,5.4,4.9,1
,2005,04,4000,-15.3,-12.0,37.8,8.5,6.5,1
,2005,05,4000,-28.0,-23.0,44.9,7.4,6.0,1
,2006,01,4000,0.2,0.2,31.3,12.1,9.8,1
,2006,02,4000,3.7,2.5,27.2,20.0,16.3,1
,2006,03,4000,4.7,3.8,31.4,24.4,19.7,1
,2006,04,4000,5.6,6.0,38.6,26.2,21.6,1
,2006,05,4000,3.8,3.6,44.5,24.1,19.3,1
,2006,06,4000,1.7,3.8,47.9,16.1,11.1,1
,2007,01,4000,2.6,0.9,26.2,14.9,12.0,1
,2007,02,4000,1.2,0.4,31.9,17.5,13.5,1
,2007,03,4000,1.1,0.7,36.9,21.4,18.2,1
,2007,04,4000,-1.4,-0.6,37.7,22.0,16.3,1
,2007,05,4000,-2.6,-0.5,44.0,22.0,16.6,1
,2007,06,4000,-4.8,-0.6,47.1,15.6,10.9,1
,2008,01,4000,2.6,2.4,25.0,14.2,12.5,1
,2008,02,4000,7.7,7.2,31.4,23.1,20.6,1
,2008,03,4000,8.8,7.9,31.1,26.8,22.6,1
,2008,04,4000,12.9,11.7,34.5,30.1,29.4,1
,2008,05,4000,16.9,16.8,44.3,30.8,27.9,1
,2008,06,4000,14.1,10.8,44.7,22.1,13.6,1
,2009,01,4000,-0.5,0.2,29.8,12.4,11.9,1
,2009,02,4000,-2.8,-1.2,30.7,14.1,13.8,1
,2009,03,4000,-0.5,0.4,29.8,19.4,18.5,1
,2009,04,4000,2.8,3.3,37.6,24.2,23.8,1
,2009,05,4000,4.7,5.5,43.7,23.5,21.1,1
,2009,06,4000,-3.6,3.1,50.8,13.5,10.1,1
,2010,01,4000,-2.4,-1.0,32.3,10.7,8.2,1
,2010,02,4000,-3.8,-2.6,32.9,13.4,9.8,1
,2010,03,4000,-5.1,-4.3,34.9,15.8,11.6,1
,2010,04,4000,-2.2,-0.8,36.7,19.5,11.8,1
,2010,05,4000,2.2,2.8,39.7,21.5,17.1,1
,2010,06,4000,4.6,6.3,44.9,20.1,13.6,1
,2011,01,4000,0.0,0.7,29.7,12.9,11.5,1
,2011,02,4000,-1.7,-1.2,26.3,15.4,14.2,1
,2011,03,4000,3.4,2.9,32.7,23.3,20.4,1
,2011,04,4000,9.8,9.9,33.5,30.5,25.5,1
,2011,05,4000,16.4,17.7,40.4,31.7,26.0,1
,2011,06,4000,18.2,17.6,45.0,28.3,19.6,1
,2012,01,4000,-3.1,-2.1,29.6,10.4,7.2,1
,2012,02,4000,-1.0,-1.0,29.7,16.5,14.1,1
,2012,03,4000,3.9,2.7,32.8,24.2,20.0,1
,2012,04,4000,8.8,9.3,38.9,31.4,25.9,1
,2012,05,4000,9.0,9.1,42.6,29.4,24.3,1
,2012,06,4000,9.9,13.5,43.9,25.6,19.2,1
,2013,01,4000,-0.3,-0.1,28.5,13.3,10.5,1
,2013,02,4000,-0.3,-0.8,30.9,17.2,14.4,1
,2013,03,4000,0.1,-0.3,34.5,21.2,18.2,1
,2013,04,4000,-1.4,0.2,37.2,22.8,17.3,1
,2013,05,4000,-4.5,-1.5,45.3,21.1,15.1,1
,2013,06,4000,-2.4,3.2,48.0,20.5,16.3,1
,2014,01,4000,-7.2,-5.1,32.8,6.6,5.6,1
,2014,02,4000,-5.6,-4.0,26.1,12.1,11.0,1
,2014,03,4000,-2.5,-1.2,34.2,19.7,17.3,1
,2014,04,4000,-2.2,0.3,38.5,22.4,18.4,1
,2014,05,4000,-3.2,0.5,44.6,20.3,15.8,1
,2014,06,4000,-3.6,-0.6,47.5,18.2,11.7,1
,2015,01,4000,-8.6,-5.6,33.6,6.0,5.5,1
,2015,02,4000,-12.7,-9.9,35.0,6.9,6.1,1
,2015,03,4000,-17.7,-15.0,38.2,6.1,5.0,1
,2015,04,4000,-24.1,-20.0,37.5,5.2,3.7,1
,2015,05,4000,-28.0,-21.4,44.3,7.3,4.6,1
,2015,06,4000,-19.2,-18.4,52.0,0.3,0.3,1
,2016,01,4000,-0.8,0.8,30.5,13.2,12.0,1
,2016,02,4000,-0.9,0.4,35.0,17.3,15.4,1
,2016,03,4000,-1.1,-0.5,35.5,21.0,16.9,1
,2016,04,4000,-4.5,-2.1,43.9,21.7,18.1,1
,2016,05,4000,-14.3,-10.3,46.4,17.7,15.3,1
,2016,06,4000,-26.7,-26.4,50.2,7.4,4.8,1
,2000,01,5000,0.2,0.6,24.1,13.2,9.8,1
,2000,02,5000,1.2,1.3,28.5,18.6,14.8,1
,2000,03,5000,2.5,2.9,30.3,23.3,19.0,1
,2000,04,5000,-0.6,0.4,38.6,23.0,17.4,1
,2000,05,5000,-1.4,0.6,39.9,24.3,18.1,1
,2000,06,5000,1.6,3.0,45.8,19.9,16.1,1
,2001,01,5000,-5.8,-3.8,25.5,7.2,6.3,1
,2001,02,5000,-7.2,-5.2,24.3,10.0,8.8,1
,2001,03,5000,-9.1,-7.1,33.1,11.7,9.7,1
,2001,04,5000,-9.2,-6.1,33.7,13.6,10.5,1
,2001,05,5000,-12.4,-9.5,43.6,14.1,11.3,1
,2001,06,5000,-13.2,-10.0,41.6,9.0,4.3,1
,2002,01,5000,1.4,2.0,23.9,14.1,11.4,1
,2002,02,5000,2.5,1.9,26.4,19.4,14.9,1
,2002,03,5000,3.3,2.6,26.9,23.4,17.4,1
,2002,04,5000,3.1,2.4,35.6,25.1,18.1,1
,2002,05,5000,5.9,6.0,39.0,26.9,19.6,1
,2002,06,5000,8.2,9.8,47.1,23.1,19.0,1
,2003,01,5000,-3.4,-1.9,30.9,9.5,8.1,1
,2003,02,5000,-5.2,-3.9,25.4,12.4,10.6,1
,2003,04,5000,-3.0,-1.2,34.5,20.2,16.7,1
,2003,03,5000,-4.3,-3.5,31.8,17.1,14.2,1
,2003,05,5000,-0.3,1.5,39.9,20.5,16.2,1
,2003,06,5000,-3.3,-0.6,48.8,16.6,14.8,1
,2004,01,5000,0.9,1.5,25.0,13.6,11.3,1
,2004,02,5000,2.1,2.2,26.9,19.0,15.5,1
,2004,03,5000,1.0,1.3,35.4,21.7,18.0,1
,2004,04,5000,-4.0,-2.2,39.1,20.3,16.8,1
,2004,05,5000,-8.2,-5.6,41.1,17.3,13.2,1
,2004,06,5000,-5.8,-3.5,46.2,14.1,12.3,1
,2005,01,5000,-5.4,-3.3,27.0,7.3,6.2,1
,2005,02,5000,-8.9,-6.8,29.1,8.2,6.9,1
,2005,03,5000,-12.3,-9.9,33.6,9.0,7.1,1
,2005,04,5000,-11.1,-8.2,36.3,12.3,9.7,1
,2005,05,5000,-18.5,-15.9,42.3,10.1,8.0,1
,2005,06,5000,-19.6,-15.6,39.7,4.9,3.5,1
,2006,01,5000,1.3,2.0,29.0,14.0,12.3,1
,2006,02,5000,4.1,4.2,24.9,21.0,17.8,1
,2006,03,5000,4.7,4.8,29.3,24.9,21.2,1
,2006,04,5000,6.1,7.2,37.6,26.7,23.0,1
,2006,05,5000,1.7,3.5,43.9,23.4,18.0,1
,2006,06,5000,1.2,2.9,47.9,20.6,18.3,1
,2007,01,5000,0.2,0.0,23.9,13.2,9.6,1
,2007,02,5000,-1.7,-1.3,30.0,15.7,11.4,1
,2007,03,5000,-2.0,-1.7,36.2,19.6,14.5,1
,2007,04,5000,-4.7,-3.5,36.6,20.9,16.1,1
,2007,05,5000,-6.7,-5.9,43.6,22.6,17.4,1
,2007,06,5000,-9.4,-6.7,45.3,16.7,14.7,1
,2008,01,5000,0.3,1.1,22.9,13.7,11.4,1
,2008,02,5000,4.6,3.9,29.4,22.0,18.4,1
,2008,03,5000,5.0,4.1,29.1,25.5,20.4,1
,2008,04,5000,7.8,7.9,33.1,28.6,22.3,1
,2008,05,5000,9.3,10.2,43.2,28.1,21.2,1
,2008,06,5000,10.9,14.0,45.0,25.9,21.7,1
,2009,01,5000,-1.4,0.1,28.6,12.2,10.0,1
,2009,02,5000,-3.4,-1.6,28.6,14.1,11.6,1
,2009,03,5000,-1.8,-0.6,28.5,19.2,16.3,1
,2009,04,5000,0.7,2.3,36.2,22.9,18.1,1
,2009,05,5000,1.7,4.3,42.5,23.0,17.5,1
,2009,06,5000,-2.5,1.4,47.6,19.5,15.9,1
,2010,01,5000,-2.7,-1.6,30.2,11.3,8.0,1
,2010,02,5000,-3.2,-2.2,30.1,14.6,11.5,1
,2010,03,5000,-4.2,-3.4,33.1,16.9,13.3,1
,2010,04,5000,-1.9,-0.9,35.2,20.2,15.0,1
,2010,05,5000,0.2,0.9,38.2,22.1,14.7,1
,2010,06,5000,6.0,8.0,43.3,27.9,25.5,1
,2011,01,5000,-0.6,0.7,27.7,13.7,10.6,1
,2011,02,5000,-1.1,-0.7,24.5,17.0,12.5,1
,2011,03,5000,2.8,2.0,30.9,24.0,18.5,1
,2011,04,5000,8.1,7.8,32.3,29.8,22.9,1
,2011,05,5000,12.9,13.5,39.6,31.8,23.6,1
,2011,06,5000,18.1,20.7,44.3,32.2,25.7,1
,2012,01,5000,-3.9,-2.4,27.8,10.5,7.4,1
,2012,02,5000,-1.7,-1.5,27.5,16.3,11.4,1
,2012,03,5000,1.3,0.3,32.1,22.6,15.6,1
,2012,04,5000,4.5,3.5,37.9,28.7,20.4,1
,2012,05,5000,5.0,3.9,41.1,30.2,21.7,1
,2012,06,5000,13.9,14.0,43.2,34.2,28.7,1
,2013,01,5000,-2.1,-1.3,26.4,12.1,8.3,1
,2013,02,5000,-2.4,-2.4,28.6,15.5,10.8,1
,2013,03,5000,-2.8,-2.8,33.0,18.8,12.3,1
,2013,04,5000,-3.4,-2.9,35.5,22.4,13.4,1
,2013,05,5000,-2.8,-2.3,43.9,26.4,19.1,1
,2013,06,5000,-1.5,1.5,46.7,26.0,19.8,1
,2014,01,5000,-6.7,-4.3,31.0,7.8,5.3,1
,2014,02,5000,-5.4,-3.8,25.1,12.9,9.3,1
,2014,04,5000,-1.7,0.3,37.3,22.6,15.0,1
,2014,03,5000,-2.9,-2.4,32.9,19.6,14.2,1
,2014,05,5000,2.4,4.9,43.5,26.4,20.4,1
,2014,06,5000,-0.1,4.3,46.7,21.6,15.9,1
,2015,01,5000,-6.6,-3.3,32.1,8.2,6.6,1
,2015,02,5000,-9.2,-6.6,33.5,9.9,7.7,1
,2015,03,5000,-13.7,-11.6,37.0,10.0,7.1,1
,2015,04,5000,-17.3,-15.3,36.1,12.2,9.0,1
,2015,05,5000,-25.3,-22.9,44.0,13.9,10.0,1
,2015,06,5000,-34.9,-38.0,49.7,7.0,5.5,1
,2016,01,5000,-0.7,0.9,28.3,13.7,11.5,1
,2016,02,5000,0.1,0.6,33.3,18.4,14.3,1
,2016,03,5000,0.2,-0.1,33.9,22.8,17.6,1
,2016,05,5000,-10.5,-10.5,44.5,22.2,18.6,1
,2016,04,5000,-3.3,-2.7,42.8,23.1,16.8,1
,2016,06,5000,-16.5,-15.4,48.3,14.3,10.3,1
,2000,01,6000,-1.1,-0.7,24.0,10.0,7.3,1
,2000,02,6000,-0.4,-0.3,28.4,14.8,11.1,1
,2000,03,6000,0.6,0.7,30.0,18.8,14.7,1
,2000,04,6000,-2.1,-1.1,38.5,18.2,13.5,1
,2000,05,6000,-5.5,-4.1,40.5,18.6,14.7,1
,2000,06,6000,-4.2,-0.6,46.4,12.2,11.3,1
,2001,01,6000,-4.9,-2.7,23.3,6.4,5.6,1
,2001,02,6000,-6.1,-3.7,22.3,9.1,8.0,1
,2001,03,6000,-7.7,-5.1,32.1,11.0,9.6,1
,2001,04,6000,-7.5,-4.8,33.4,12.7,11.1,1
,2001,05,6000,-11.3,-9.6,42.3,13.4,12.0,1
,2001,06,6000,-10.4,-7.7,42.1,4.6,3.3,1
,2002,01,6000,0.8,1.0,22.2,11.9,9.3,1
,2002,02,6000,1.1,0.8,24.0,16.2,11.9,1
,2002,03,6000,1.9,1.0,25.5,20.7,15.1,1
,2002,04,6000,1.3,0.2,35.0,21.2,13.5,1
,2002,05,6000,4.7,2.8,39.1,23.4,16.5,1
,2002,06,6000,9.2,13.1,46.0,22.5,20.3,1
,2003,01,6000,-1.9,-1.1,30.2,9.3,7.2,1
,2003,02,6000,-2.5,-1.4,23.0,12.8,9.6,1
,2003,03,6000,-2.3,-1.5,31.3,16.8,11.8,1
,2003,04,6000,-0.8,0.1,34.9,19.3,12.8,1
,2003,05,6000,3.0,3.0,39.8,20.5,17.9,1
,2003,06,6000,-2.2,1.6,48.9,13.2,12.1,1
,2004,01,6000,1.7,2.0,23.4,12.6,10.3,1
,2004,02,6000,2.0,1.9,25.2,17.0,14.1,1
,2004,03,6000,1.2,1.1,35.5,19.6,16.1,1
,2004,04,6000,-4.6,-4.1,38.6,16.9,12.6,1
,2004,05,6000,-8.7,-8.0,41.0,15.7,13.6,1
,2004,06,6000,-5.0,-2.5,46.4,12.1,12.0,1
,2005,01,6000,-1.5,-0.8,26.5,9.6,8.2,1
,2005,02,6000,-3.7,-2.5,27.4,11.3,10.2,1
,2005,03,6000,-5.6,-3.8,32.1,12.8,11.1,1
,2005,04,6000,-3.5,-1.6,36.6,15.4,12.7,1
,2005,05,6000,-6.9,-6.0,41.9,12.8,10.5,1
,2005,06,6000,-9.9,-5.8,42.7,7.1,6.3,1
,2006,03,6000,4.0,3.8,28.4,22.3,17.6,1
,2006,04,6000,6.6,6.4,38.1,25.3,18.8,1
